"energy-commodities","sectors","indicator","Unit","Date","Value"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2007","620.8"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2008","568.6"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2009","570.1"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2010","624.6"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2011","570.6"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2012","603.1"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2013","573.6"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2014","556.4"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2015","542.4"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2016","584.2"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2017","601.3"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2018","564.1"
"Total energy commodities","2014 Manufacture organic basic chemicals","Total energy consumption","PJ","2019","522.8"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","1995","115.9"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","1996","110.2"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","1997","113.5"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","1998","116.1"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","1999","113"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2000","111.9"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2001","93.5"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2002","91.3"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2003","90.8"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2004","94.5"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2005","95"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2006","94.1"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2007","92.2"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2008","87.2"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2009","86.9"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2010","94.3"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2011","95.8"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2012","91"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2013","95.5"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2014","91.2"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2015","99.3"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2016","97.5"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2017","99.2"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2018","96.8"
"Total energy commodities","2015 Manufacture of fertilisers","Total energy consumption","PJ","2019","95.9"
"Total energy commodities","Plastics and synthetic rubber industry","Total energy consumption","PJ","2011","35.3"
"Total energy commodities","Plastics and synthetic rubber industry","Total energy consumption","PJ","2012","30.8"
"Total energy commodities","Plastics and synthetic rubber industry","Total energy consumption","PJ","2013","32"
"Total energy commodities","Plastics and synthetic rubber industry","Total energy consumption","PJ","2014","31.7"
"Total energy commodities","Plastics and synthetic rubber industry","Total energy consumption","PJ","2015","29.9"
"Total energy commodities","Plastics and synthetic rubber industry","Total energy consumption","PJ","2016","26.3"
"Total energy commodities","Plastics and synthetic rubber industry","Total energy consumption","PJ","2017","29.5"
"Total energy commodities","Plastics and synthetic rubber industry","Total energy consumption","PJ","2018","31.2"
"Total energy commodities","Plastics and synthetic rubber industry","Total energy consumption","PJ","2019","30.1"
"Total energy commodities","202-206 Other chemical industry","Total energy consumption","PJ","2011","16.4"
"Total energy commodities","202-206 Other chemical industry","Total energy consumption","PJ","2012","15.7"
"Total energy commodities","202-206 Other chemical industry","Total energy consumption","PJ","2013","15.2"
"Total energy commodities","202-206 Other chemical industry","Total energy consumption","PJ","2014","15.4"
"Total energy commodities","202-206 Other chemical industry","Total energy consumption","PJ","2015","16.5"
"Total energy commodities","202-206 Other chemical industry","Total energy consumption","PJ","2016","15.4"
"Total energy commodities","202-206 Other chemical industry","Total energy consumption","PJ","2017","15"
"Total energy commodities","202-206 Other chemical industry","Total energy consumption","PJ","2018","18.1"
"Total energy commodities","202-206 Other chemical industry","Total energy consumption","PJ","2019","17.4"
"Total energy commodities","21 Manufacture of pharmaceuticals","Total energy consumption","PJ","2011","3.3"
"Total energy commodities","21 Manufacture of pharmaceuticals","Total energy consumption","PJ","2012","4.2"
"Total energy commodities","21 Manufacture of pharmaceuticals","Total energy consumption","PJ","2013","4.4"
"Total energy commodities","21 Manufacture of pharmaceuticals","Total energy consumption","PJ","2014","4.5"
"Total energy commodities","21 Manufacture of pharmaceuticals","Total energy consumption","PJ","2015","4.2"
"Total energy commodities","21 Manufacture of pharmaceuticals","Total energy consumption","PJ","2016","4.1"
"Total energy commodities","21 Manufacture of pharmaceuticals","Total energy consumption","PJ","2017","4.1"
"Total energy commodities","21 Manufacture of pharmaceuticals","Total energy consumption","PJ","2018","3.9"
"Total energy commodities","21 Manufacture of pharmaceuticals","Total energy consumption","PJ","2019","4"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","1995","9.3"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","1996","9.6"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","1997","9.6"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","1998","9.5"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","1999","10"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2000","10.1"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2001","10.7"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2002","10.6"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2003","10.1"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2004","10.7"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2005","10.4"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2006","11.1"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2007","10.5"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2008","10.3"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2009","9.8"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2010","10.5"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2011","9.4"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2012","9.4"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2013","9.5"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2014","9.4"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2015","10"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2016","9.9"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2017","10"
"Total energy commodities","22 Manufacture rubber, plastic products","Total energy consumption","PJ","2018","10.4"
